Words,Language
kudla,Location
my,English
Fvrt,English
Team,English
.,sym
LOVE,English
U,English
DODDA,Tulu
.,sym
Bari,Tulu
edde,Tulu
tulu,Name
film,English
.,sym
Mutthappa,Name
rai,Name
lite,English
.,sym
Super,English
I,English
am,English
phram,English
kaasaragoDu,Location
.,sym
Kati,Name
ramro,Name
geet,Other
pukuri,Other
mayako,Other
happy,English
Diwali,English
dai,English
.,sym
Awesome,English
masth,Tulu
edde,Tulu
athnd,Tulu
.,sym
Thabbali,Kannada
nee,Kannada
naidamagane,Kannada
.,sym
Umesh,Name
anna,Kannada
super,English
acting,English
.,sym
Dada,Tulu
sav,Tulu
da,Tulu
comedy,English
.,sym
Alna,Tulu
kandani,Tulu
na,Tulu
kumbu,Tulu
kambai,Tulu
.,sym
Kukku,Tulu
ninna,Tulu
ammarth,Tulu
.,sym
Next,English
PINKAN,Tulu
song,English
malpu,Tulu
.,sym
Yenchi,Tulu
karma,Kannada
da,Tulu
music,English
ya,Tulu
.,sym
supar,English
dinesh,Name
aththaavar,Location
saar,English
.,sym
baari,Kannada
porluDu,Tulu
muD,Tulu
d,Tulu
baroNdumDu,Tulu
.,sym
Yekka,Tulu
saka,Tulu
thulu,Name
full,English
movie,English
.,sym
Link,English
thikknda,Tulu
movieda,Mixed
.,sym
prasamsa,Kannada
team,English
mast,Tulu
mast,Tulu
thanks,English
gurukiran,Name
pandina,Tulu
pathera,Tulu
percent,English
correct,English
.,sym
Soooooooperb,English
comidi,English
ravi,Name
sir,English
er,Tulu
enna,Tulu
malla,Tulu
fan,English
.,sym
Super,English
team,English
work,English
Sandeep,Name
Anne,Kannada
super,English
edde,Tulu
message,English
.,sym
Actors,English
are,English
good,English
but,English
concept,English
is,English
hurting,English
religious,English
point,English
.,sym
sandeep,Name
controlled,English
acting,English
malder,Tulu
.,sym
kathi,Other
mithaae,Other
ke,Other
.,sym
Epa,Tulu
full,English
nataka,Kannada
yotube,Tulu
d,Tulu
release,English
malpuvar,Tulu
sir,English
.,sym
my,English
u,English
p,English
sa,English
hai,English
.,sym
aal,Tulu
yennane,Tulu
thud,Tulu
telthini,Tulu
sathya,Kannada
devarnaja,Tulu
avu,Tulu
yenke,Tulu
.,sym
Ashleela,Kannada
Inchina,Tulu
vediked,Tulu
inchina,Tulu
ashleela,Kannada
samvaadada,Kannada
comedyg,Mixed
avakaasha,Kannada
malth,Tulu
korperattha,Tulu
mokleg,Tulu
mone,Tulu
unda,Tulu
.,sym
Super,English
malder,Tulu
masth,Tulu
sokathd,Tulu
.,sym
Innu,Kannada
hechhu,Kannada
videos,English
upload,English
Madi,Kannada
.,sym
Song,English
ramrai,Name
views,English
.,sym
Super,English
actye,Mixed
super,English
comedyye,Mixed
deepak,Name
jp,Name
thumbinadu,Location
rajesh,Name
prakash,Name
matherna,Tulu
acting,English
super,English
wow,English
.,sym
Babanne,Name
boobanelaka,Name
awand,Tulu
.,sym
Raikile,Tulu
erena,Tulu
teamg,Mixed
danyavadagalu,Kannada
.,sym
Akuleg,Tulu
gourava,Kannada
nama,Tulu
korpa,Tulu
anda,Tulu
akul,Tulu
gourava,Kannada
korpujer,Tulu
sir,English
.,sym
Posa,Tulu
films,English
padle,Tulu
.,sym
Masth,Tulu
edde,Tulu
athundu,Tulu
Ayinath,Tulu
begodu,Tulu
pitchar,Tulu
baradu,Tulu
Tulu,Name
film,English
gendadu,Tulu
Tulu,Name
industry,English
bulevadu,Tulu
.,sym
Badhaai,Other
hoo,Other
.,sym
Superrrb,English
bloopers,English
kudala,Tulu
jasti,Kannada
bodu,Tulu
ethnde,Tulu
sir,English
.,sym
Dammya,Tulu
ayena,Tulu
pukulinu,Tulu
yer,Tulu
andha,Tulu
nardh,Tulu
korle,Tulu
marepukuli,Tulu
maya,Kannada
andh,Tulu
kenre,Tulu
apuji,Tulu
.,sym
my,English
love,English
ko,Other
Nick,English
name,English
pukuli,Tulu
.,sym
Appe,Tulu
teacher,English
full,English
movie,English
paadle,Tulu
.,sym
Cute,English
ajji,Kannada
i,English
lv,English
you,English
dodda,Tulu
.,sym
Super,English
athnd,Tulu
bavya,Kannada
and,English
team,English
.,sym
baari,Tulu
yedde,Tulu
da,Tulu
concept,English
good,English
going,English
umesh,Name
mijar,Location
.,sym
Praya,Tulu
aayibokka,Tulu
padujinda,Tulu
aye,Tulu
naramaniya,Tulu
telikeda,Tulu
bolli,Tulu
rocks,English
amazing,English
.,sym
Undhen,Tulu
YouTube,English
d,Tulu
thooyere,Tulu
andala,Tulu
mobile,English
bodathe,Tulu
.,sym
eer,Tulu
masth,Tulu
cute,English
ullar,Tulu
iren,Tulu
vara,Tulu
meet,English
avadu,Tulu
dodda,Tulu
.,sym
Mara,Other
ko,Other
tulu,Name
ata,Other
hai,English
.,sym
Kapikad,Location
sir,English
patherna,Tulu
kenrege,Tulu
kushi,Kannada
.,sym
Super,English
comdy,English
nanala,Tulu
episoden,Mixed
padle,Tulu
.,sym
Walter,Name
sir,English
bka,Tulu
arvind,Name
sir,English
soooooparrrr,English
jodi,Kannada
.,sym
Tuluvalenkulu,Tulu
Edde,Tulu
vundu,Tulu
maraiara,Tulu
.,sym
En,Tulu
bolpugu,Tulu
lakkanaga,Tulu
onji,Tulu
panpe,Tulu
nimishandh,Tulu
nimisha,Tulu
aath,Tulu
ath,Tulu
karipundu,Tulu
Namaskara,Kannada
nikleg,Tulu
.,sym
chennagidhe,Kannada
guru,Name
best,English
of,English
luck,English
.,sym
Undu,Tulu
album,English
songla,Mixed
suuper,English
ye,Tulu
Niklena,Tulu
workg,Mixed
hats,English
off,English
.,sym
Sprr,English
very,English
nice,English
kukku,Tulu
da,Tulu
kajipu,Tulu
ninna,Tulu
ammalth,Tulu
.,sym
Yobo,Tulu
yan,Tulu
full,English
thuyiji,Tulu
savv,Tulu
marre,Tulu
.,sym
thumbaa,Kannada
oLLeya,Kannada
kalaavidaru,Kannada
thumbaa,Kannada
khushhi,Kannada
aaguththe,Kannada
noDlikke,Kannada
.,sym
comedy,English
panda,Tulu
kapikaad,Location
.,sym
Tulutha,Tulu
mattugu,Mixed
posa,Tulu
prayatna,Kannada
.,sym
oa,Tulu
aNNaa,Kannada
irena,Tulu
pukuli,Tulu
nanala,Tulu
thikkija,Tulu
.,sym
Alok,Name
corle,Name
love,English
from,English
kudla,Location
Instagramd,Mixed
massage,English
malde,Tulu
bro,English
reply,English
korle,Tulu
.,sym
nimmibbara,Kannada
abhinaya,Kannada
sakhath,Kannada
nagu,Kannada
tharisuththe,Kannada
Made,English
for,English
each,English
other,English
.,sym
thumba,Kannada
channaagide,Kannada
muvara,Kannada
haasya,Kannada
bahaLachannaagide,Kannada
.,sym
Bale,Tulu
telipale,Tulu
prashamsha,Name
team,English
it,English
s,English
very,English
comedy,English
Team,English
I,English
m,English
so,English
happy,English
.,sym
Super,English
osm,English
appe,Tulu
.,sym
Pls,English
put,English
girgit,Tulu
full,English
movie,English
on,English
YouTube,English
.,sym
Jai,Kannada
hind,Other
jai,Kannada
indian,English
army,English
bharath,Other
matha,Other
ki,Other
jai,Kannada
.,sym
Lol,English
funniest,English
poster,English
ever,English
XD,English
Trump,English
bokka,Tulu
Kim,Name
Jong,Name
Un,Name
.,sym
Mooji,Tulu
kasadaya,Tulu
nina,Tulu
ammerd,Tulu
kennla,Tulu
pukuli,Tulu
ge,Tulu
bvc,Tulu
.,sym
Plzzzz,English
Full,English
Movie,English
palde,Tulu
Yaapa,Tulu
Premier,English
Show,English
Paadvar,Tulu
.,sym
Nikaleg,Tulu
Hindu,Name
devereg,Tulu
bele,Tulu
kattuna,Tulu
and,English
.,sym
Next,English
episoden,Mixed
padle,Tulu
.,sym
Poora,Tulu
Kudla,Location
Odipu,Location
dakle,Tulu
comment,English
section,English
d,Tulu
ippuna,Tulu
.,sym
supar,English
supar,English
song,English
.,sym
Undu,Tulu
muraniye,Tulu
baidnd,Tulu
.,sym
olundye,Tulu
drama,English
teaser,English
bathudh,Tulu
year,English
aand,Tulu
.,sym
Coronada,Mixed
pooki,Tulu
a,Tulu
lockdownda,Mixed
pooki,Tulu
a,English
marre,Tulu
.,sym
Ithe,Tulu
encha,Tulu
ullar,Tulu
.,sym
ningala,Other
ummra,Other
poore,Other
comadiya,Other
bebarsinga,Other
.,sym
vaav,English
thumbaa,Kannada
khushhi,Kannada
aaythu,Kannada
.,sym
Appe,Tulu
teacher,English
att,Tulu
ninna,Kannada
amme,Tulu
teacher,English
.,sym
Riksha,Kannada
driver,English
na,Kannada
acting,English
natural,English
aathnd,Tulu
.,sym
Bolar,Location
gla,Tulu
humour,English
ejji,Tulu
Anda,Tulu
aar,Tulu
enchina,Tulu
patherndala,Tulu
comidy,English
apundu,Tulu
.,sym
Madime,Tulu
ayi,Tulu
bokka,Tulu
pura,Tulu
aunty,English
ye,Tulu
.,sym
baree,Tulu
porlluda,Tulu
manadige,Tulu
.,sym
Bala,Tulu
da,Tulu
acting,English
super,English
.,sym
Erna,Tulu
pukulida,Tulu
photo,English
ethunda,Tulu
narduliyandh,Tulu
.,sym
dadaye,Tulu
undu,Tulu
avatar,Kannada
.,sym
Dhek,Tulu
Naga,Tulu
podupu,Tulu
.,sym
wha,English
porludha,Tulu
dodda,Tulu
maarre,Tulu
.,sym
Super,English
athundhu,Tulu
ganesh,Name
.,sym
Unden,Tulu
director,English
onte,Tulu
aatmaavaloakana,Kannada
maldodittnd,Tulu
.,sym
baari,Tulu
eDDe,Tulu
eamkalegu,Tulu
manoramjane,Kannada
korparu,Tulu
.,sym
Ajjana,Tulu
karnika,Tulu
malla,Tulu
.,sym
Super,English
ANNA,Kannada
.,sym
Eereg,Tulu
ov,Tulu
roll,English
padndala,Tulu
suit,English
aapundu,English
.,sym
Yanchina,Tulu
comedy,English
super,English
I,English
like,English
this,English
vedio,English
chips,English
kalvere,Tulu
super,English
.,sym
Full,English
movie,English
padle,Tulu
dhani,Name
.,sym
Le,Kannada
dabba,Kannada
nan,Kannada
makla,Kannada
Kannada,Name
hakro,Kannada
.,sym
E,Tulu
ye,Tulu
na,Tulu
atha,Tulu
bhahubali,Name
ni,Tulu
kerne,Tulu
.,sym
Scriptn,Mixed
edde,Tulu
barele,Tulu
punchla,Mixed
bodu,Tulu
nimisha,Kannada
andala,Tulu
malleji,Tulu
thelithd,Tulu
sayyodu,Tulu
ancha,Tulu
ippodu,Tulu
.,sym
baseko,Other
oi,Other
baseko…,Other
.,sym
eth,Tulu
naayi,Kannada
maarre,Tulu
.,sym
Bhari,Tulu
kushi,Kannada
aathund,Tulu
Danyavadagalu,Kannada
.,sym
Nikl,Tulu
next,English
school,English
peon,English
atnda,Tulu
hm,Tulu
pleeeaseee,English
.,sym
Undu,Tulu
enchina,Tulu
video,English
.,sym
Dabba,Tulu
fillm,English
inchabe,Tulu
anda,Tulu
nama,Tulu
tulu,Name
filmda,Mixed
avaste,Tulu
dada,Tulu
.,sym
I,English
love,English
.,sym
hahahaha,English
i,English
saw,English
this,English
so,English
many,English
times,English
i,English
laughed,English
so,English
much,English
love,English
u,English
ajji,Kannada
.,sym
Junior,English
bolar,Location
Rakesh,Name
pujari,Kannada
.,sym
Non,English
sense,English
Comedy,English
da,Tulu
pudar,Tulu
d,Tulu
nurse,English
na,Tulu
profession,English
n,Tulu
wrong,English
portray,English
maltondh,Tulu
uller,Tulu
.,sym
Chorepatt,Tulu
bayamma,Name
edde,Tulu
tantion,English
doora,Kannada
malpina,Tulu
program,English
.,sym
Maata,Kannada
songs,English
yedde,Tulu
atund,Tulu
Patla,Location
sir,English
dert,Tulu
tojver,Tulu
.,sym
Ya,Other
Allah,Name
ampunilah,Name
dosa,Name
kami,Other
semua,Other
yang,Other
setuju,Other
like,English
.,sym
Vara,Tulu
Paadle,Tulu
Aana,Kannada
Mast,Tulu
time,English
aand,Tulu
Yaapa,Tulu
Paadvra,Tulu
.,sym
Nett,Tulu
dada,Tulu
comedy,English
unda,Tulu
Deverege,Tulu
gottu,Tulu
.,sym
kaasu,Tulu
hol,English
dipa,Name
paar,Tulu
yaavano,Kannada
hori,Kannada
baroliya,Tulu
naaTaka,Kannada
Pls,English
.,sym
umesh,Name
mijar,Location
team,English
is,English
awesom,English
bari,Tulu
porlu,Tulu
.,sym
Chitra,Name
guptha,Name
eer,Tulu
eeth,Tulu
time,English
olitthaar,Tulu
.,sym
Namma,Kannada
Tulunada,Kannada
Manikya,Kannada
.,sym
lakshmi,Name
shetty,Name
MST,English
commedy,English
balle,Tulu
telphule,Tulu
.,sym
Jai,Name
Aravind,Name
bolar,Location
.,sym
Super,English
Kapikad,Location
cpl,Name
da,Tulu
enna,Tulu
fvrt,English
team,English
.,sym
Ponjov,Tulu
comdy,English
toppp,English
.,sym
Superb,English
athnd,Tulu
anna,Kannada
.,sym
Swami,Kannada
korragaja,Name
deva,Kannada
.,sym
All,English
the,English
best,English
muneesh,Name
kudla,Location
team,English
.,sym
episodelu,Mixed
onduu,Location
.,sym
Dinesh,Name
Attavar,Location
very,English
talented,English
actor,English
Ponnu,Tulu
vesha,Tulu
d,Tulu
thoodu,Tulu
thoodu,Tulu
itthe,Tulu
gurthane,Tulu
thikkuji,Tulu
.,sym
Ekre,Tulu
movie,English
making,English
yepa,Tulu
baru,Tulu
bro,English
.,sym
wow,English
prashamsha,Kannada
great,English
yepala,Tulu
barondippule,Tulu
.,sym
Shey,Tulu
ayena,Tulu
avasteye,Tulu
.,sym
Marala,Kannada
vinith,Name
nayi,Kannada
.,sym
wow,English
nice,English
comedy,English
super,English
athindh,Tulu
.,sym
Super,English
sir,English
inchane,Tulu
janaklna,Tulu
telpavondu,Tulu
uppule,Tulu
sir,English
best,English
of,English
luck,English
.,sym
Sir,English
yee,Tulu
natakada,Kannada
video,English
upload,English
malpi,Tulu
sir,English
.,sym
Supppper,English
supppper,English
program,English
Nextg,Mixed
Beedi,Tulu
kattuna,Tulu
kamalakka,Name
na,Tulu
rollla,Mixed
malpule,Tulu
Please,English
.,sym
Ladai,Tulu
laik,Tulu
undu,Tulu
.,sym
olthu,Tulu
peji,Tulu
kanapar,Tulu
nen,Tulu
matha,Tulu
seriously,English
thelth,Tulu
thelth,Tulu
sakand,Tulu
all,English
the,English
best,English
.,sym
Bolar,Location
pls,English
don’t,English
support,English
thiss,English
movie,English
Tq,English
u,English
all,English
.,sym
yemchi,Tulu
saav,Tulu
da,Tulu
kaamiDi,English
.,sym
sumdara,Name
aNNa,Kannada
kaamiDi,English
supar,English
.,sym
Full,English
movie,English
upload,English
made,Kannada
sir,English
sir,English
.,sym
E,Kannada
song,English
da,Kannada
karaoke,Tulu
snd,English
mnpule,Tulu
Baari,Tulu
shokuda,Tulu
song,English
.,sym
Tulu,Name
is,Kannada
alwayssssssssssssss,Kannada
bestye,Mixed
.,sym
Byaari,Tulu
ye,Tulu
sama,Tulu
bndla,Other
naaero,Other
makkalo,Other
shvro,Other
comidy,English
ya,English
.,sym
aravimd,Name
boLaar,Location
pyaans,English
laik,English
.,sym
Yera,Tulu
ullerge,Tulu
full,English
movie,English
please,English
.,sym
bhumikaa,Name
avaru,Kannada
thirikomDare,Kannada
.,sym
Papa,Tulu
mare,Tulu
pukli,Tulu
maya,Kannada
ge,Tulu
.,sym
Ovandala,Tulu
nikule,Tulu
rady,English
malpi,Tulu
dab,English
borchi,Tulu
.,sym
Estu,Kannada
Mandi,Kannada
kaaturadinda,Kannada
kayta,Kannada
iddiara,Kannada
.,sym
Dayeg,Tulu
eth,Tulu
late,English
upload,English
malthini,Tulu
Nammakudla,Tulu
please,English
Sunday,English
upload,English
malpule,Tulu
.,sym
Superb,English
dp,English
jp,English
and,English
all,English
full,English
drama,English
padle,Tulu
broi,English
.,sym
Super,English
prashamsha,Name
comedy,English
.,sym
dagal,Tulu
bajilu,Tulu
atha,Tulu
.,sym
shaaradaa,Name
aarTs,English
aisiri,Kannada
kalaavidaru,Kannada
mamjeshvara,Location
.,sym
Bari,Tulu
shokudha,Tulu
seriol,English
jai,Name
tulunadu,Location
.,sym
noot,English
sachchaa,Other
phyaanale,Other
jhhutoo,Other
thaariph,Other
kadaapee,Other
gardain,Other
.,sym
abbaa,Kannada
superb,English
advaitha,Name
teamge,Mixed
namskara,Kannada
ri,Kannada
en,Kannada
ideri,Kannada
biddu,Kannada
biddu,Kannada
nakkodaytu,Kannada
.,sym
yenk,Tulu
onji,Tulu
filmd,Mixed
chance,English
korle,Tulu
malpare,Tulu
.,sym
Kapikad,Location
sir,English
please,English
E,Tulu
weekda,Mixed
episoden,Mixed
bega,Tulu
uploade,English
malpule,Tulu
.,sym
O,English
CK,Name
anna,Kannada
dada,Tulu
avaste,Tulu
marre,Tulu
ha,English
ha,English
.,sym
nim,Kannada
bojjava,Kannada
songaa,English
.,sym
Gaala,Kannada
paad,Kannada
d,Tulu
aandala,Tulu
AYANA,Tulu
pukulin,Tulu
patthod,Tulu
devere,Tulu
.,sym
Yer,Tulu
ninna,Tulu
amme,Name
panni,Tulu
.,sym
Movieda,Mixed
name,English
dada,Tulu
.,sym
kuDoraa,Tulu
kormDaamarappujji,Tulu
gurtha,Tulu
.,sym
Inchina,Tulu
comedy,English
mare,Tulu
Thelth,Tulu
thelth,Tulu
saakand,Tulu
Kapikad,Location
sir,English
rockingye,Mixed
.,sym
Full,English
movie,English
upload,English
malpule,Tulu
Sir,English
waiting,English
.,sym
Ka,Other
birseko,Other
chhu,Other
ra,Other
maile,Other
.,sym
Rakesh,Name
poojari,Kannada
na,Tulu
voice,English
ath,Tulu
avu,Tulu
.,sym
Jirape,Tulu
ath,Tulu
ninna,Tulu
amme,Tulu
jarappe,Name
.,sym
ia,Kannada
sinimaa,Kannada
phul,English
sinimaavaagi,Kannada
yaavaaga,Kannada
baruththe,Kannada
thiLisi,Kannada
koDi,Kannada
plis,English
.,sym
comedy,English
andare,Kannada
edapa,Kannada
super,English
i,English
love,English
this,English
comedy,English
.,sym
Che,Tulu
nikulu,Tulu
baari,Tulu
jolly,English
marre,Tulu
niklna,Tulu
hoteld,Tulu
beleg,Tulu
sernda,Tulu
yeddethe,Tulu
.,sym
Tulu,Name
movie,English
dramadu,Mixed
sanskara,Kannada
pantinane,Tulu
oridiji,Tulu
aslilatene,Tulu
jasti,Kannada
.,sym
Nepal,Location
dakulu,Tulu
saither,Tulu
papaya,Tulu
.,sym
eamchala,Tulu
aavaDu,Tulu
irena,Tulu
pukuli,Tulu
maaya,Tulu
aathu,Tulu
kuDlaDu,Tulu
eDDe,Tulu
raisiyar,Tulu
maarre,Tulu
.,sym
Dada,Tulu
marre,Tulu
nepalird,Tulu
jasthi,Tulu
namma,Kannada
tuluverna,Tulu
cmt,English
jasti,Tulu
undu,Tulu
.,sym
Nekulena,Tulu
channel,English
belthangady,Location
barpuji,Tulu
atha,Tulu
.,sym
Undu,Tulu
talkies,English
app,English
du,Tulu
ijji,Tulu
yapa,Tulu
release,English
.,sym
I,English
love,English
you,English
ajji,Kannada
nimma,Kannada
muka,Kannada
torisi,Kannada
.,sym
namma,Kannada
thuLaramgaD,Tulu
iamchithina,Tulu
kathhe,Kannada
thaa,Tulu
muvi,Kannada
baidine,Tulu
kaDime,Kannada
bhaari,Kannada
shokumDu,Tulu
kathhe,Kannada
.,sym
Sambhashane,Kannada
kelavondu,Kannada
bad,English
bad,English
.,sym
yaan,Tulu
kuDu,Tulu
beyipaavamthe,Tulu
pamd,Tulu
er,Tulu
panni,Tulu
nikk,Tulu
.,sym
Tulu,Name
tha,Tulu
mariyadi,Tulu
depordchi,Tulu
anna,Kannada
.,sym
Oo,Tulu
davere,Tulu
dade,Tulu
erena,Tulu
.,sym
minisha,Kannada
ath,Tulu
nimisha,Kannada
.,sym
Swami,Kannada
koragajji,Name
matherna,Tulu
kapule,Tulu
ajja,Kannada
.,sym
I,English
am,English
in,English
love,English
with,English
ajji,Kannada
.,sym
Saagoli,Tulu
poora,Tulu
haal,Tulu
maltane,Tulu
.,sym
Full,English
movie,English
thikkuva,Tulu
.,sym
Bajee,Tulu
bappar,Tulu
galeeji,Tulu
paterd,Tulu
comedy,English
daye,Tulu
malpuvar,Tulu
Don,English
t,Tulu
like,English
comedy,English
Kilikili,Tulu
Multhunda,Tulu
telike,Tulu
.,sym
Undu,Tulu
comedy,English
atth,Tulu
saavu,Tulu
.,sym
Super,English
atthnd,Tulu
marre,Tulu
naal,Tulu
janadavla,Tulu
super,English
aathnd,Tulu
super,English
.,sym
kattape,Name
na,Tulu
mariydi,Kannada
gethe,Tulu
marre,Tulu
.,sym
Super,English
msg,English
enjoy,English
comedy,English
.,sym
Super,English
Tuluva,Tulu
bollilu,Tulu
.,sym
Gunguru,Tulu
kujal,Tulu
onji,Tulu
ijji,Tulu
Boka,Tulu
pura,Tulu
same,English
Kapikad,Location
.,sym
arvind,Name
bolar,Location
mithun,Name
da,Tulu
styleda,Mixed
disco,English
.,sym
Rohanla,Mixed
bulepale,Tulu
urudhane,Tulu
prathibe,Kannada
Kudlaklen,Location
support,English
malpule,Tulu
.,sym
E,Tulu
semedadde,Tulu
d,Tulu
ayiji,Tulu
mare,Tulu
.,sym
solid,English
music,English
sandesh,Name
babanna,Kannada
super,English
music,English
compose,English
malder,Tulu
.,sym
Ereg,Tulu
panthina,Tulu
Jodi,Kannada
pucche,Tulu
budinaye,Tulu
edde,Tulu
timege,Mixed
budthe,Tulu
.,sym
wow,English
mistakes,English
panle,Tulu
anna,Kannada
enkalegla,Tulu
onthe,Tulu
eerna,Tulu
anubhava,Kannada
gotthavad,Tulu
.,sym
undet,Tulu
sandeeper,Name
ijjer,Tulu
maare,Tulu
.,sym
Super,English
kapikad,Location
Anna,Kannada
Tulu,Name
film,English
nanala,Tulu
ettharag,Tulu
belevad,Tulu
.,sym
ar,Tulu
yepala,Tulu
superr,English
act,English
mlupuver,Tulu
dinesh,Name
kodapadavu,Location
.,sym
Haha,English
yedde,Tulu
comedy,English
marre,Tulu
.,sym
wow,English
suprbbb,English
al,English
the,English
best,English
harini,Name
kalavidereg,Tulu
.,sym
Yenchinaa,Tulu
marre,Tulu
very,English
very,English
bad,English
programye,Mixed
.,sym
bolar,Location
sir,English
au,Tulu
erna,Tulu
jasthidha,Kannada
pathera,Tulu
.,sym
baari,Tulu
porluda,Tulu
performance,English
prashamsa,Kannada
kaup,Location
congrats,English
.,sym
super,English
i,English
love,English
this,English
team,English
solmelu,Tulu
namma,Kannada
tv,English
.,sym
Tamil,Name
movieda,Mixed
scene,English
copy,English
atty,Tulu
.,sym
My,English
lirics,English
EDDEDUPPUGA,Tulu
DRAMA,English
SONG,English
SHSRADA,Name
ARTS,English
LYRICS,English
BY,English
RAJESH,Name
MUGULI,Name
.,sym
Chaithra,Name
er,Tulu
ayinath,Tulu
thulute,Tulu
patherle,Tulu
undu,Tulu
namma,Kannada
thulunad,Location
.,sym
supar,English
markame,Name
Tim,English
kaamiDi,English
.,sym
Thorpu,Tulu
thorpu,Tulu
ejjinda,Tulu
Yan,Tulu
thorpoda,Tulu
.,sym
umesh,Name
anna,Kannada
super,English
acting,English
I,English
like,English
you,English
.,sym
Vishon,Name
yaan,Tulu
chuchhid,Tulu
deppoda,Tulu
.,sym
Waav,English
supperv,English
Telth,Tulu
telh,Tulu
saakand,Tulu
.,sym
Masth,Tulu
kushi,Kannada
athnd,Tulu
.,sym
naveen,Name
anna,Kannada
great,English
superb,English
performence,English
keep,English
it,English
up,English
anna,Kannada
.,sym
Baari,Tulu
sokuda,Tulu
song,English
.,sym
Comidi,English
send,English
madi,Kannada
.,sym
Nanala,Tulu
bahubali,Tulu
n,Tulu
kertinaye,Tulu
tikdijena,Tulu
comedy,English
.,sym
Superb,English
I,English
love,English
you,English
Ajji,Kannada
.,sym
savu,Tulu
da,Tulu
comady,English
kandrakutti,Tulu
very,English
bad,English
words,English
using,English
yyyy,English
.,sym
brahma,Name
vishhNu,Name
maheshvara,Name
.,sym
Brother,English
part,English
chanagilla,Kannada
but,English
part,English
chindhi,Kannada
agide,Kannada
sakatagi,Kannada
madidira,Kannada
brother,English
god,English
bless,English
you,English
.,sym
acting,English
supr,English
marre,Tulu
shtre,Name
bka,Tulu
raikulna,Tulu
.,sym
Please,English
full,English
movie,English
padle,Tulu
.,sym
ayag,Tulu
hero,English
g,Tulu
pathere,Tulu
barpuje,Tulu
dubbing,English
d,Tulu
voice,English
korther,Tulu
.,sym
Pukulig,Tulu
nadle,Tulu
anna,Kannada
.,sym
yan,Tulu
kanndadar,Tulu
anda,Tulu
mast,Tulu
kuse,Tulu
apundu,Tulu
i,English
like,English
this,English
vedios,English
.,sym
Onchi,Tulu
tupini,Tulu
natakada,Kannada
trailern,Mixed
padle,Tulu
plz,English
.,sym
bale,Tulu
peru,Tulu
parka,Tulu
.,sym
Ha,English
ha,English
mast,Tulu
comdey,English
.,sym
Maaterla,Tulu
comments,English
paadle,Tulu
maare,Tulu
.,sym
Nice,English
song,English
kati,Name
ramro,Name
geet,Other
.,sym
superb,English
doddda,Tulu
Same,English
replica,English
of,English
my,English
dodda,Tulu
.,sym
Hello,English
full,English
movie,English
upload,English
malpule,Tulu
.,sym
Sir,English
e,Tulu
tulu,Name
naa,Tulu
nangu,Kannada
tulu,Name
kaliyo,Kannada
ase,Kannada
ide,Kannada
adre,Kannada
agta,Kannada
illa,Kannada
.,sym
Sunday,English
aitwara,Tulu
dani,Tulu
koorida,Tulu
da,Tulu
chickenda,Mixed
chilly,English
bhari,Tulu
porlu,Tulu
kantuda,Kannada
namma,Kannada
tulunadu,Location
super,English
.,sym
Che,Tulu
ora,Tulu
full,English
movie,English
padle,Tulu
marre,Tulu
.,sym
kapikaad,Location
sirna,Tulu
edde,Tulu
pathera,Tulu
.,sym
Music,English
dane,Tulu
double,English
double,English
avond,Tulu
undu,Tulu
.,sym
masth,Tulu
sok,Tulu
athnd,Tulu
.,sym
Film,English
release,English
agi,Kannada
estu,Kannada
varsha,Kannada
aitu,Kannada
.,sym
paapa,Tulu
pukuLi,Tulu
maayaa,Tulu
.,sym
Super,English
next,English
yepa,Tulu
bengaloure,Location
du,Tulu
episode,English
.,sym
Kudla,Location
ge,Tulu
bannaga,Tulu
onthe,Tulu
late,English
and,English
Anna,Kannada
ejjinda,Tulu
nadudhu,Tulu
korthuve,Tulu
.,sym
aNNere,Tulu
laak,English
Daun,English
mugidmD,Tulu
bega,Tulu
shuTimg,English
suru,Tulu
malth,Tulu
posa,Tulu
episoDn,Mixed
paaDle,Tulu
.,sym
Waaa,English
punkda,Tulu
da,Tulu
pukuli,Tulu
mare,Tulu
nina,Tulu
bvcc,Tulu
.,sym
Please,English
upload,English
kasoldipar,Tulu
babu,Tulu
yanori,Tulu
baroliya,Tulu
old,English
Tulu,Name
nataka,Kannada
mp,English
.,sym
Army,English
training,English
madkondidane,Kannada
.,sym
Ee,Tulu
episoded,Mixed
aandala,Tulu
.,sym
masth,Tulu
timerd,Mixed
bokka,Tulu
masth,Tulu
telpayar,Tulu
thank,English
uuu,English
harini,Name
kalavidereg,Mixed
.,sym
full,English
apolad,English
manpi,Tulu
.,sym
Full,English
nataka,Kannada
pls,English
.,sym
Imbena,Tulu
enchi,Tulu
pukuli,Tulu
da,Tulu
padya,Tulu
mare,Tulu
.,sym
Super,English
agide,Kannada
guru,Name
.,sym
Erna,Tulu
acting,English
sooper,English
panda,Tulu
erna,Tulu
wife,English
bokala,Tulu
sooper,English
acter,English
made,English
for,English
each,English
other,English
.,sym
Papa,Tulu
ayana,Tulu
pukuli,Tulu
nadd,Tulu
korle,Tulu
mare,Tulu
Udchande,Tulu
eth,Tulu
dina,Tulu
anda,Tulu
papa,Tulu
.,sym
Superrrr,English
nataka,Kannada
maltherla,Tulu
superrrr,English
.,sym
Yenno,Tulu
fav,English
buthet,Tulu
arinudha,Name
